subsystem,p_up,p_down,q_up,q_down,enrichment
Fatty acid elongation (even-chain),0.30064263297332905,0.9999761717365925,1.0,1.0,0
Fatty acid elongation (odd-chain),0.8119569121753447,1.0,1.0,1.0,0
Fatty acid desaturation (even-chain),0.8033038806477466,0.7965477234888536,1.0,1.0,0
Fatty acid desaturation (odd-chain),1.0,1.0,1.0,1.0,0
Fatty acid biosynthesis,0.6761607137064234,0.22263455066051896,1.0,1.0,0
Linoleate metabolism,0.12222503950738828,0.8094206578414667,0.8264740766690065,1.0,0
Lipoic acid metabolism,1.0,1.0,1.0,1.0,0
Omega-3 fatty acid metabolism,0.9360488132882279,0.08934365818947643,1.0,0.6971369729555373,0
Omega-6 fatty acid metabolism,0.9982707078408247,0.0011300287219516703,1.0,0.026744013086189528,-1
Arachidonic acid metabolism,0.9707007844846663,0.005041114958857396,1.0,0.0650762112870682,0
Leukotriene metabolism,0.9999672095945722,1.7263142229273498e-05,1.0,0.0006128415491392092,-1
Eicosanoid metabolism,0.823178116605265,0.9996567434159846,1.0,1.0,0
Acyl-CoA hydrolysis,0.41833252071947113,1.0,1.0,1.0,0
Carnitine shuttle (cytosolic),0.9039586493573287,0.03499748202887154,1.0,0.38228018831536603,0
Carnitine shuttle (mitochondrial),1.0,0.05730664863661694,1.0,0.5425029404266404,0
Carnitine shuttle (peroxisomal),1.0,1.0,1.0,1.0,0
Carnitine shuttle (endoplasmic reticular),1.0,9.51486088385245e-06,1.0,0.0004503700818356826,-1
Acylglycerides metabolism,0.9298302379362001,0.2977011466047297,1.0,1.0,0
Beta oxidation of even-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of phytanic acid (peroxisomal),0.6617222779589461,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of even-chain fatty acids (mitochondrial),0.34950432320522407,0.6831749287895448,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (mitochondrial),0.8856484868465847,0.19288854038834924,1.0,0.9581188145023773,0
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),0.3785590725824026,0.7965477234888536,1.0,1.0,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,0.41833252071947113,1.0,1.0,1.0,0
Steroid metabolism,0.8742477158063671,0.9434668893783817,1.0,1.0,0
Androgen metabolism,0.4134134022754784,0.9604849374549765,1.0,1.0,0
Cholesterol biosynthesis 1 (Bloch pathway),2.5243140577835277e-08,1.0,1.1948419873508698e-06,1.0,1
Cholesterol biosynthesis 2,0.17494276347351034,1.0,1.0,1.0,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),8.445033929938006e-07,1.0,2.9979870451279922e-05,1.0,1
Cholesterol metabolism,0.017429806664375214,0.9434668893783817,0.2970760597126255,1.0,0
Estrogen metabolism,0.9999462488884711,0.9951587142432322,1.0,1.0,0
Formation and hydrolysis of cholesterol esters,0.0,1.0,0.0,1.0,1
Sphingolipid metabolism,0.9492841592693304,0.3086964067777883,1.0,1.0,0
Glycerolipid metabolism,0.9999999978690896,1.4976908602193362e-13,1.0,2.1267210215114574e-11,-1
Glycerophospholipid metabolism,0.9848063821807886,0.008003912793380308,1.0,0.0947129680550003,0
Glycosphingolipid biosynthesis-ganglio series,0.985661631207404,0.0035875910915310616,1.0,0.05094379349974107,0
Glycosphingolipid biosynthesis-globo series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,0.011305797120283123,0.9857302980626449,0.25901475122805584,1.0,0
Glycosphingolipid metabolism,0.985661631207404,0.9286359426799663,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,0.41833252071947113,1.0,1.0,1.0,0
Prostaglandin biosynthesis,0.785571495656366,0.04430596008116816,1.0,0.44938902368041994,0
Ether lipid metabolism,0.7943341213836103,0.19567215225752776,1.0,0.9581188145023773,0
Isolated,0.04314333108980828,0.9990034355649435,0.47125792421175194,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,0.9965741733586366,0.5543577261709799,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,0.08987350495745505,0.11492077221998853,0.7090020946643677,0.777083316916113,0
Bile acid biosynthesis,0.03888309852839533,0.9819711138480676,0.47125792421175194,1.0,0
Bile acid recycling,0.00533234498601276,1.0,0.15143859760276238,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.8004893595347071,0.1512338085765812,1.0,0.9256177259561015,0
Pantothenate and CoA biosynthesis,1.0,1.0,1.0,1.0,0
Inositol phosphate metabolism,0.3470495270518624,0.3163376940065463,1.0,1.0,0
Folate metabolism,0.9638471250360086,0.3965415422528866,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.018828764347983307,0.9218946257626027,0.2970760597126255,1.0,0
Ascorbate and aldarate metabolism,0.012768332807016836,1.0,0.25901475122805584,1.0,0
Porphyrin metabolism,0.7943341213836103,0.19567215225752776,1.0,0.9581188145023773,0
Retinol metabolism,0.3943301975422342,0.21549824060430056,1.0,1.0,0
Riboflavin metabolism,0.3785590725824026,1.0,1.0,1.0,0
Serotonin and melatonin biosynthesis,0.11489516260163468,0.8564173400386463,0.8157556544716063,1.0,0
Thiamine metabolism,1.0,0.16947930193562422,1.0,0.9256177259561015,0
Vitamin B12 metabolism,1.0,1.0,1.0,1.0,0
Vitamin B6 metabolism,1.0,0.4117503656760828,1.0,1.0,0
Vitamin D metabolism,0.8033038806477466,0.3689688412463541,1.0,1.0,0
Vitamin E metabolism,0.3259219756554217,0.6055396752252478,1.0,1.0,0
Xenobiotics metabolism,0.07824983618306991,0.0932788907475719,0.6536162787056428,0.6971369729555373,0
Pool reactions,0.4134134022754784,0.6469492225010072,1.0,1.0,0
Exchange/demand reactions,0.9879350851832083,0.3206590903407912,1.0,1.0,0
Artificial reactions,1.0,0.3689688412463541,1.0,1.0,0
Ubiquinone synthesis,1.0,1.0,1.0,1.0,0
Fatty acid oxidation,0.9957119343457682,2.3287216894818386e-06,1.0,0.00016533923995321054,-1
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,1.0,0.4117503656760828,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,0.6617222779589461,0.6540214294077178,1.0,1.0,0
Heme degradation,0.6617222779589461,1.0,1.0,1.0,0
Vitamin A metabolism,0.6617222779589461,0.6540214294077178,1.0,1.0,0
Phenylalanine metabolism,1.0,0.16947930193562422,1.0,0.9256177259561015,0
CoA synthesis,1.0,1.0,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,1.0,0.16947930193562422,1.0,0.9256177259561015,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,0.6617222779589461,1.0,1.0,1.0,0
Drug metabolism,0.9936616092996147,0.0019908386510638643,1.0,0.040385584064438394,-1
