subsystem,p_up,p_down,q_up,q_down,enrichment
Protein assembly,1.0,0.5773260080528649,1.0,1.0,0
Protein modification,0.5515577460874175,0.5773260080528649,1.0,1.0,0
Protein degradation,1.0,0.34981108312057063,1.0,1.0,0
Miscellaneous,0.13481373717983236,0.5950116628136755,1.0,1.0,0
Sulfur metabolism,1.0,0.5773260080528649,1.0,1.0,0
C5-branched dibasic acid metabolism,1.0,1.0,1.0,1.0,0
Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.22038407002085525,0.0466542320081903,1.0,0.8281126181453778,0
Oxidative phosphorylation,0.9397731237679111,0.9510526374123228,1.0,1.0,0
ROS detoxification,0.9099862340144519,0.680787271975003,1.0,1.0,0
Fatty acid activation (cytosolic),0.995696156560351,0.9999996638333846,1.0,1.0,0
Fatty acid activation (endoplasmic reticular),1.0,0.9682127888277379,1.0,1.0,0
Fatty acid biosynthesis (even-chain),0.977638487258893,0.2455749593059039,1.0,1.0,0
Fatty acid biosynthesis (odd-chain),0.6584090938456516,0.99006724506864,1.0,1.0,0
Fatty acid biosynthesis (unsaturated),0.9425159516362114,0.9189429731438097,1.0,1.0,0
Fatty acid elongation (even-chain),0.9367407685900841,0.3980703992077965,1.0,1.0,0
Fatty acid elongation (odd-chain),0.5984655135101731,0.6531982735983475,1.0,1.0,0
Fatty acid desaturation (even-chain),0.8135074632075427,0.9943557760999739,1.0,1.0,0
Fatty acid desaturation (odd-chain),1.0,1.0,1.0,1.0,0
Fatty acid biosynthesis,0.34499706934157603,0.6861701598554374,1.0,1.0,0
Linoleate metabolism,0.7312648954924216,0.4673186602786422,1.0,1.0,0
Lipoic acid metabolism,1.0,0.34981108312057063,1.0,1.0,0
Omega-3 fatty acid metabolism,0.2386525925832198,0.9999947953980051,1.0,1.0,0
Omega-6 fatty acid metabolism,0.9397774539470014,0.8184811750375156,1.0,1.0,0
Arachidonic acid metabolism,0.9898564154608039,0.7653320793581122,1.0,1.0,0
Leukotriene metabolism,0.1985651831116806,0.9997501965641781,1.0,1.0,0
Eicosanoid metabolism,0.759746975782778,0.7999628973988595,1.0,1.0,0
Acyl-CoA hydrolysis,1.0,0.12229615819477058,1.0,1.0,0
Carnitine shuttle (cytosolic),0.6155572541252834,0.8790320019278144,1.0,1.0,0
Carnitine shuttle (mitochondrial),0.7312648954924216,0.4673186602786422,1.0,1.0,0
Carnitine shuttle (peroxisomal),1.0,1.0,1.0,1.0,0
Carnitine shuttle (endoplasmic reticular),1.0,0.4990119241904044,1.0,1.0,0
Acylglycerides metabolism,1.0,0.11700465981986885,1.0,1.0,0
Beta oxidation of even-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of phytanic acid (peroxisomal),0.5515577460874175,0.5773260080528649,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of even-chain fatty acids (mitochondrial),0.018618091227654787,0.8309315775066389,0.660942238581745,1.0,0
Beta oxidation of odd-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),0.6997669220022884,0.28142758016881075,1.0,1.0,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,1.0,1.0,1.0,1.0,0
Steroid metabolism,0.9381099117668452,0.006052370921269756,1.0,0.28647889027343515,0
Androgen metabolism,0.25222325183787697,0.2930095372587993,1.0,1.0,0
Cholesterol biosynthesis 1 (Bloch pathway),0.9243529691851547,0.48303366847464857,1.0,1.0,0
Cholesterol biosynthesis 2,1.0,0.12615784098882055,1.0,1.0,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),1.0,0.022486036148501864,1.0,0.45614530472675213,0
Cholesterol metabolism,0.8558449018282812,0.465108205859576,1.0,1.0,0
Estrogen metabolism,0.6751193727523872,0.9944273181657692,1.0,1.0,0
Formation and hydrolysis of cholesterol esters,1.0,1.0,1.0,1.0,0
Sphingolipid metabolism,0.7101686176474488,0.5799783225886334,1.0,1.0,0
Glycerolipid metabolism,0.04926892071051159,0.9915382366316438,0.9994552486989494,1.0,0
Glycerophospholipid metabolism,0.8677965250566244,0.2455749593059039,1.0,1.0,0
Glycosphingolipid biosynthesis-ganglio series,0.8654883826854207,0.23472917815229244,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,0.003905683348772504,1.0,0.538674331319835,1.0,0
Glycosphingolipid metabolism,0.8927128075347022,0.7383758508176859,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,0.3302896725418609,1.0,1.0,1.0,0
Prostaglandin biosynthesis,0.9898564154608039,0.011778151117209368,1.0,0.2890882241503579,0
Ether lipid metabolism,0.3302896725418609,1.0,1.0,1.0,0
Isolated,0.25222325183787697,0.2930095372587993,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,0.6381206722069073,0.33341149304526474,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,1.0,1.0,1.0,0
Bile acid biosynthesis,0.727305693158885,0.001496181528797158,1.0,0.10622888854459822,0
Bile acid recycling,1.0,1.0,1.0,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.7841756220094929,0.012214995386634842,1.0,0.2890882241503579,0
Pantothenate and CoA biosynthesis,0.4223347024203168,0.7661747166526616,1.0,1.0,0
Inositol phosphate metabolism,0.2538122732860624,0.48303366847464857,1.0,1.0,0
Folate metabolism,1.0,0.12229615819477058,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.4223347024203168,0.4673186602786422,1.0,1.0,0
Ascorbate and aldarate metabolism,0.20523105253941387,0.5713427468124193,1.0,1.0,0
Porphyrin metabolism,0.6429991260439654,0.35245369649111624,1.0,1.0,0
Retinol metabolism,0.5700435513244451,0.4627797364157543,1.0,1.0,0
Riboflavin metabolism,0.6997669220022884,0.28142758016881075,1.0,1.0,0
Serotonin and melatonin biosynthesis,0.20523105253941387,1.0,1.0,1.0,0
Thiamine metabolism,1.0,1.0,1.0,1.0,0
Vitamin B12 metabolism,1.0,1.0,1.0,1.0,0
Vitamin B6 metabolism,0.6997669220022884,0.7252752219954233,1.0,1.0,0
Vitamin D metabolism,0.10902159900060482,1.0,1.0,1.0,0
Vitamin E metabolism,0.4223347024203168,0.9510526374123228,1.0,1.0,0
Xenobiotics metabolism,1.0,0.5773260080528649,1.0,1.0,0
Pool reactions,0.8927128075347022,0.4857233215323882,1.0,1.0,0
Exchange/demand reactions,0.0075869624129554225,0.4206289451581807,0.538674331319835,1.0,0
Artificial reactions,1.0,1.0,1.0,1.0,0
Ubiquinone synthesis,1.0,1.0,1.0,1.0,0
Fatty acid oxidation,0.9999999434675494,5.861300333975805e-11,1.0,8.323046474245643e-09,-1
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,1.0,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,0.10902159900060482,1.0,1.0,1.0,0
Heme degradation,0.3302896725418609,1.0,1.0,1.0,0
Vitamin A metabolism,0.10902159900060482,1.0,1.0,1.0,0
Phenylalanine metabolism,1.0,0.5773260080528649,1.0,1.0,0
CoA synthesis,1.0,1.0,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,0.3302896725418609,1.0,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,0.28142758016881075,1.0,1.0,0
Drug metabolism,0.8122706128723345,0.008840885096972784,1.0,0.2890882241503579,0
