subsystem,p_up,p_down,q_up,q_down,enrichment
Sphingolipid metabolism,1.0,0.1584317576240737,1.0,1.0,0
Glycerolipid metabolism,0.2877328195250185,1.0,1.0,1.0,0
Glycerophospholipid metabolism,0.11019686566583309,0.9153944630117105,1.0,1.0,0
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,1.0,1.0,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,1.0,1.0,1.0,0
Prostaglandin biosynthesis,1.0,1.0,1.0,1.0,0
Ether lipid metabolism,1.0,1.0,1.0,1.0,0
Isolated,0.5532527628216318,0.24934131642110136,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,1.0,1.0,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,0.2877328195250185,1.0,1.0,1.0,0
Bile acid biosynthesis,0.8584993875640848,0.9802562664904517,1.0,1.0,0
Bile acid recycling,4.492019735935493e-05,1.0,0.0063786680250284,1.0,1
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.06079142851545549,0.5730583975295259,1.0,1.0,0
Pantothenate and CoA biosynthesis,0.49280717482910597,0.5055376415988493,1.0,1.0,0
Inositol phosphate metabolism,0.016740133520416256,0.8834488364765396,0.6741407584699617,1.0,0
Folate metabolism,0.8714585014140982,0.5718074571427991,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.5843644720648353,0.9707629884918538,1.0,1.0,0
Ascorbate and aldarate metabolism,1.0,1.0,1.0,1.0,0
Porphyrin metabolism,0.08265846422138634,1.0,1.0,1.0,0
Retinol metabolism,0.7430228896049083,1.0,1.0,1.0,0
Riboflavin metabolism,1.0,1.0,1.0,1.0,0
Serotonin and melatonin biosynthesis,1.0,1.0,1.0,1.0,0
Thiamine metabolism,1.0,1.0,1.0,1.0,0
Vitamin B12 metabolism,1.0,1.0,1.0,1.0,0
Vitamin B6 metabolism,1.0,1.0,1.0,1.0,0
Vitamin D metabolism,1.0,1.0,1.0,1.0,0
Vitamin E metabolism,0.49280717482910597,0.5055376415988493,1.0,1.0,0
Xenobiotics metabolism,0.2877328195250185,1.0,1.0,1.0,0
Pool reactions,0.08265846422138634,1.0,1.0,1.0,0
Exchange/demand reactions,0.13106631720581086,0.1395534251975934,1.0,1.0,0
Artificial reactions,1.0,1.0,1.0,1.0,0
Ubiquinone synthesis,1.0,1.0,1.0,1.0,0
Fatty acid oxidation,0.1468901173046312,0.8284274036680368,1.0,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,1.0,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,1.0,1.0,1.0,0
Heme degradation,1.0,1.0,1.0,1.0,0
Vitamin A metabolism,0.2877328195250185,1.0,1.0,1.0,0
Phenylalanine metabolism,1.0,1.0,1.0,1.0,0
CoA synthesis,1.0,1.0,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,1.0,1.0,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,1.0,1.0,1.0,0
Drug metabolism,0.6918097281598985,0.45865202467061617,1.0,1.0,0
