subsystem,p_up,p_down,q_up,q_down,enrichment
Beta oxidation of odd-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of phytanic acid (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of even-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,1.0,1.0,1.0,1.0,0
Steroid metabolism,0.38228256182019604,0.45713074248045127,1.0,1.0,0
Androgen metabolism,0.13276774356781385,1.0,0.9981353571818942,1.0,0
Cholesterol biosynthesis 1 (Bloch pathway),1.0,0.4006990784891512,1.0,1.0,0
Cholesterol biosynthesis 2,1.0,0.4006990784891512,1.0,1.0,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),1.0,1.0,1.0,1.0,0
Cholesterol metabolism,0.032516625578005165,0.9177026127199931,0.9981353571818942,1.0,0
Estrogen metabolism,0.25792202564813316,0.9228562313835972,1.0,1.0,0
Formation and hydrolysis of cholesterol esters,1.0,1.0,1.0,1.0,0
Sphingolipid metabolism,0.5589610604280061,0.9360403548384959,1.0,1.0,0
Glycerolipid metabolism,0.115846678755534,0.9999999919999948,0.9981353571818942,1.0,0
Glycerophospholipid metabolism,0.11051742399891207,0.8393572116593861,0.9981353571818942,1.0,0
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,0.7434558223286527,0.35296146747581136,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,1.0,1.0,1.0,0
Prostaglandin biosynthesis,0.6922227766668064,0.9074642661694479,1.0,1.0,0
Ether lipid metabolism,1.0,1.0,1.0,1.0,0
Isolated,0.5008823663732301,0.8425715091300244,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,1.0,1.0,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,1.0,1.0,1.0,0
Bile acid biosynthesis,0.7913145209115231,0.9816583868934757,1.0,1.0,0
Bile acid recycling,1.0,1.0,1.0,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.9063575114506014,0.42757719183028,1.0,1.0,0
Pantothenate and CoA biosynthesis,1.0,1.0,1.0,1.0,0
Inositol phosphate metabolism,1.0,0.4006990784891512,1.0,1.0,0
Folate metabolism,0.6958689324482409,0.26776562884825894,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.2808180837026397,0.36849373223949666,1.0,1.0,0
Ascorbate and aldarate metabolism,0.7434558223286527,0.784891371929515,1.0,1.0,0
Porphyrin metabolism,1.0,0.35296146747581136,1.0,1.0,0
Retinol metabolism,0.8670200278744525,0.000270553428191711,1.0,0.008857622103295304,-1
Riboflavin metabolism,1.0,0.16048341986829362,1.0,1.0,0
Serotonin and melatonin biosynthesis,0.30162973856262965,0.784891371929515,1.0,1.0,0
Thiamine metabolism,0.13276774356781385,1.0,0.9981353571818942,1.0,0
Vitamin B12 metabolism,0.048336746068252445,1.0,0.9981353571818942,1.0,0
Vitamin B6 metabolism,1.0,1.0,1.0,1.0,0
Vitamin D metabolism,0.9985964491189246,0.0003118881022287079,1.0,0.008857622103295304,-1
Vitamin E metabolism,0.9971891402007339,4.440172246988894e-06,1.0,0.00031525222953621146,-1
Xenobiotics metabolism,0.048336746068252445,1.0,0.9981353571818942,1.0,0
Pool reactions,0.6141940374767663,0.7057446285753559,1.0,1.0,0
Exchange/demand reactions,0.09400493301108581,0.47791516695292713,0.9981353571818942,1.0,0
Artificial reactions,0.13356148947331126,0.7680530928961165,0.9981353571818942,1.0,0
Ubiquinone synthesis,0.25792202564813316,0.6644123094251272,1.0,1.0,0
Fatty acid oxidation,0.9834245745837736,0.20917008366103462,1.0,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,0.3644741023202478,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,1.0,1.0,1.0,0
Heme degradation,0.3644741023202478,1.0,1.0,1.0,0
Vitamin A metabolism,0.8965158477778782,0.08740671187296722,1.0,1.0,0
Phenylalanine metabolism,0.30162973856262965,0.784891371929515,1.0,1.0,0
CoA synthesis,0.13276774356781385,1.0,0.9981353571818942,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,0.9660306255373677,0.5639885711294012,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,0.4006990784891512,1.0,1.0,0
Drug metabolism,0.9917547688142522,0.8194225269866147,1.0,1.0,0
