subsystem,p_up,p_down,q_up,q_down,enrichment
Vitamin B6 metabolism,1.0,1.0,1.0,1.0,0
Vitamin D metabolism,0.5405225696901892,0.11708792704012316,1.0,1.0,0
Vitamin E metabolism,0.9998012269214084,5.791992785386668e-07,1.0,8.224629755249069e-05,-1
Xenobiotics metabolism,1.0,1.0,1.0,1.0,0
Pool reactions,0.5899641666677218,0.08914785237214606,1.0,0.9737688489880569,0
Exchange/demand reactions,0.9999999999998461,0.16554932587405602,1.0,1.0,0
Artificial reactions,0.9014642182196688,0.16651726960200797,1.0,1.0,0
Ubiquinone synthesis,1.0,0.9162690691887312,1.0,1.0,0
Fatty acid oxidation,0.6491362593321868,0.5585965888216973,1.0,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,1.0,0.39080824088603205,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,1.0,1.0,1.0,0
Heme degradation,0.3201267828832005,1.0,1.0,1.0,0
Vitamin A metabolism,0.8549590127996106,0.08000304735336905,1.0,0.9467027270148671,0
Phenylalanine metabolism,0.6858846026223555,0.7740580078867593,1.0,1.0,0
CoA synthesis,0.5378414148705133,1.0,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,0.9903429499030396,0.9774659635417929,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,0.5378414148705133,1.0,1.0,1.0,0
Peptide metabolism,1.0,1.0,1.0,1.0,0
Drug metabolism,0.9933268262279834,0.6774716067892559,1.0,1.0,0
