subsystem,p_up,p_down,q_up,q_down,enrichment
Glycerophospholipid metabolism,0.99998674190007,1.1913656432160913e-05,1.0,0.0002819565355611416,-1
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,1.0,1.0,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,1.0,1.0,1.0,0
Prostaglandin biosynthesis,1.0,1.0,1.0,1.0,0
Ether lipid metabolism,1.0,0.014773076926131279,1.0,0.1311110577194151,0
Isolated,0.4048308177057429,0.6793222872169645,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,1.0,1.0,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,0.3490061162060316,1.0,1.0,0
Bile acid biosynthesis,0.9105785934215942,0.9301240997532547,1.0,1.0,0
Bile acid recycling,0.9879705631561382,0.9791560869663224,1.0,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.9230454730714939,0.04903354668056792,1.0,0.3315601727924116,0
Pantothenate and CoA biosynthesis,0.26040446930764183,0.8476357940720307,1.0,1.0,0
Inositol phosphate metabolism,0.8434215133229281,0.15660644803565626,1.0,0.8553121392716612,0
Folate metabolism,0.2552769510759457,0.5858642307420863,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.9724465537296371,0.012134050203990832,1.0,0.1311110577194151,0
Ascorbate and aldarate metabolism,0.5317278287449274,1.0,1.0,1.0,0
Porphyrin metabolism,0.12478084171865822,0.8781092236050662,1.0,1.0,0
Retinol metabolism,0.9999999994127924,0.0,1.0,0.0,-1
Riboflavin metabolism,0.15018589946295258,1.0,1.0,1.0,0
Serotonin and melatonin biosynthesis,1.0,1.0,1.0,1.0,0
Thiamine metabolism,1.0,0.3490061162060316,1.0,1.0,0
Vitamin B12 metabolism,1.0,0.04241983517553072,1.0,0.3011808297462681,0
Vitamin B6 metabolism,1.0,0.04241983517553072,1.0,0.3011808297462681,0
Vitamin D metabolism,0.9999976413469814,5.102940159318337e-07,1.0,1.8115437565580095e-05,-1
Vitamin E metabolism,0.9997785189283734,5.903780322391583e-06,1.0,0.00016766736115592096,-1
Xenobiotics metabolism,1.0,0.3490061162060316,1.0,1.0,0
Pool reactions,0.7336802386180501,0.43527086212640076,1.0,1.0,0
Exchange/demand reactions,0.34508523681529457,0.3372987730010599,1.0,1.0,0
Artificial reactions,1.0,0.005141166504680106,1.0,0.0730045643664575,0
Ubiquinone synthesis,1.0,1.0,1.0,1.0,0
Fatty acid oxidation,0.037157397940937864,0.8870224118972688,0.5276350507613177,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,0.12171838546140812,1.0,0.6913604294207981,0
Vitamin C metabolism,1.0,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,1.0,1.0,1.0,0
Heme degradation,1.0,1.0,1.0,1.0,0
Vitamin A metabolism,0.8974515861342685,0.28031548602666434,1.0,1.0,0
Phenylalanine metabolism,1.0,1.0,1.0,1.0,0
CoA synthesis,0.5317278287449274,1.0,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,1.0,1.0,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,1.0,1.0,1.0,0
Drug metabolism,0.46302768289575247,0.8277037580688,1.0,1.0,0
