subsystem,p_up,p_down,q_up,q_down,enrichment
Fatty acid biosynthesis (even-chain),1.0,0.4493392070484874,1.0,1.0,0
Fatty acid biosynthesis (odd-chain),1.0,6.631961646519358e-11,1.0,9.417385538057488e-09,-1
Fatty acid biosynthesis (unsaturated),0.9835221515963104,0.9188371962166633,1.0,1.0,0
Fatty acid elongation (even-chain),0.9990603935364771,0.9951363249136752,1.0,1.0,0
Fatty acid elongation (odd-chain),1.0,6.536309078453151e-05,1.0,0.0018563117782806947,-1
Fatty acid desaturation (even-chain),0.996731920329954,0.2586163090976745,1.0,1.0,0
Fatty acid desaturation (odd-chain),1.0,0.6968817406795024,1.0,1.0,0
Fatty acid biosynthesis,0.020586506654995618,0.7790049690972033,0.4227770471077003,1.0,0
Linoleate metabolism,1.0,1.0,1.0,1.0,0
Lipoic acid metabolism,1.0,1.0,1.0,1.0,0
Omega-3 fatty acid metabolism,0.023818425189166215,0.9999994661142867,0.4227770471077003,1.0,0
Omega-6 fatty acid metabolism,0.9912158052911475,0.9492338397010422,1.0,1.0,0
Arachidonic acid metabolism,0.15503141353152672,1.0,0.9334799777273949,1.0,0
Leukotriene metabolism,0.9643502852780541,0.15169516843484532,1.0,0.8975297465728348,0
Eicosanoid metabolism,0.3211403162523325,0.8332047673584508,1.0,1.0,0
Acyl-CoA hydrolysis,1.0,0.6968817406795024,1.0,1.0,0
Carnitine shuttle (cytosolic),0.8617780099584557,0.9228853280926936,1.0,1.0,0
Carnitine shuttle (mitochondrial),0.5446732520364428,0.7524395341002905,1.0,1.0,0
Carnitine shuttle (peroxisomal),1.0,1.0,1.0,1.0,0
Carnitine shuttle (endoplasmic reticular),1.0,1.0,1.0,1.0,0
Acylglycerides metabolism,0.136767163192416,0.9721542087186409,0.9334799777273949,1.0,0
Beta oxidation of even-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),1.0,0.9082515857503437,1.0,1.0,0
Beta oxidation of phytanic acid (peroxisomal),0.14309356331312362,1.0,0.9334799777273949,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of even-chain fatty acids (mitochondrial),0.9391339680988448,0.06292947919098701,1.0,0.5584991278200098,0
Beta oxidation of odd-chain fatty acids (mitochondrial),0.9433218435644997,0.46699732504255365,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),0.18141140148387136,0.9995838464304326,0.9907853465657589,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),0.07126834814028749,0.9495505189075745,0.6804076435677934,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),1.0,0.09057716646261138,1.0,0.6430978818845408,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,0.850959310551334,0.24040706246360988,1.0,1.0,0
Steroid metabolism,1.0,0.24040706246360988,1.0,1.0,0
Androgen metabolism,1.0,0.040633867794213074,1.0,0.45533753224084733,0
Cholesterol biosynthesis 1 (Bloch pathway),1.0,0.040633867794213074,1.0,0.45533753224084733,0
Cholesterol biosynthesis 2,1.0,0.20179667341462693,1.0,1.0,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),1.0,1.0,1.0,1.0,0
Cholesterol metabolism,0.6736437953973364,0.0809548404466246,1.0,0.6430978818845408,0
Estrogen metabolism,1.0,1.0,1.0,1.0,0
Formation and hydrolysis of cholesterol esters,1.0,1.0,1.0,1.0,0
Sphingolipid metabolism,0.00029953658375947434,0.9984998419941098,0.021267097446922678,1.0,1
Glycerolipid metabolism,0.017779611603354062,0.9614391277225044,0.4227770471077003,1.0,0
Glycerophospholipid metabolism,0.15777126384124984,0.6211469134697121,0.9334799777273949,1.0,0
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,1.0,1.0,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,1.0,1.0,1.0,0
Prostaglandin biosynthesis,1.0,0.8359556608183575,1.0,1.0,0
Ether lipid metabolism,0.6137346305215194,0.6968817406795024,1.0,1.0,0
Isolated,0.07652922585061583,0.8973089260442632,0.6804076435677934,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,1.0,1.0,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,1.0,1.0,1.0,0
Bile acid biosynthesis,7.408381885276594e-05,0.9534342235570864,0.010519902277092763,1.0,1
Bile acid recycling,0.07126834814028749,0.9495505189075745,0.6804076435677934,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.8396374566265056,0.11713405315658965,1.0,0.788523246949664,0
Pantothenate and CoA biosynthesis,0.6509077519748806,0.3648895320488964,1.0,1.0,0
Inositol phosphate metabolism,0.08145725310318652,0.6964415656751247,0.6804076435677934,1.0,0
Folate metabolism,0.7865665251647038,0.1221655734710747,1.0,0.788523246949664,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.24982201946888405,0.9367548815292136,1.0,1.0,0
Ascorbate and aldarate metabolism,1.0,1.0,1.0,1.0,0
Porphyrin metabolism,0.6382415201455252,0.5215755291293469,1.0,1.0,0
Retinol metabolism,0.9999929689420171,5.437875581137952e-05,1.0,0.0018563117782806947,-1
Riboflavin metabolism,0.7600317876564818,1.0,1.0,1.0,0
Serotonin and melatonin biosynthesis,1.0,1.0,1.0,1.0,0
Thiamine metabolism,0.7600317876564818,0.42423568732313144,1.0,1.0,0
Vitamin B12 metabolism,1.0,0.09057716646261138,1.0,0.6430978818845408,0
Vitamin B6 metabolism,1.0,0.20179667341462693,1.0,1.0,0
Vitamin D metabolism,0.9995192069209434,5.407569708759663e-05,1.0,0.0018563117782806947,-1
Vitamin E metabolism,1.0,5.805315294149516e-06,1.0,0.0004121773858846156,-1
Xenobiotics metabolism,1.0,1.0,1.0,1.0,0
Pool reactions,0.15503141353152672,1.0,0.9334799777273949,1.0,0
Exchange/demand reactions,0.28419781119495335,0.9102454082699358,1.0,1.0,0
Artificial reactions,0.07126834814028749,0.9495505189075745,0.6804076435677934,1.0,0
Ubiquinone synthesis,0.991493495532443,0.004376037841091307,1.0,0.0776746716793707,0
Fatty acid oxidation,0.3491721393437601,0.4889384312019066,1.0,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,0.20179667341462693,1.0,1.0,0
Vitamin C metabolism,1.0,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,1.0,1.0,1.0,0
Heme degradation,1.0,1.0,1.0,1.0,0
Vitamin A metabolism,0.9074579655541962,0.13029377025563504,1.0,0.804422407665225,0
Phenylalanine metabolism,0.37841409691856587,1.0,1.0,1.0,0
CoA synthesis,0.37841409691856587,1.0,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,1.0,1.0,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,1.0,1.0,1.0,0
Drug metabolism,0.7319753880947344,0.2538977638259132,1.0,1.0,0
