subsystem,p_up,p_down,q_up,q_down,enrichment
Fatty acid biosynthesis,0.803566672905318,0.46430226444840317,1.0,1.0,0
Linoleate metabolism,1.0,1.0,1.0,1.0,0
Lipoic acid metabolism,1.0,1.0,1.0,1.0,0
Omega-3 fatty acid metabolism,1.0,1.0,1.0,1.0,0
Omega-6 fatty acid metabolism,1.0,1.0,1.0,1.0,0
Arachidonic acid metabolism,1.0,1.0,1.0,1.0,0
Leukotriene metabolism,0.8582757896248076,0.8791982576318134,1.0,1.0,0
Eicosanoid metabolism,0.47796557311619114,0.5049728476427442,1.0,1.0,0
Acyl-CoA hydrolysis,0.7058351358731876,0.18771142453544232,1.0,1.0,0
Carnitine shuttle (cytosolic),1.0,1.0,1.0,1.0,0
Carnitine shuttle (mitochondrial),1.0,1.0,1.0,1.0,0
Carnitine shuttle (peroxisomal),1.0,1.0,1.0,1.0,0
Carnitine shuttle (endoplasmic reticular),1.0,1.0,1.0,1.0,0
Acylglycerides metabolism,0.6229990453826186,0.21113974813861713,1.0,1.0,0
Beta oxidation of even-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of phytanic acid (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of even-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,1.0,1.0,1.0,1.0,0
Steroid metabolism,0.47796557311619114,1.0,1.0,1.0,0
Androgen metabolism,1.0,1.0,1.0,1.0,0
Cholesterol biosynthesis 1 (Bloch pathway),1.0,1.0,1.0,1.0,0
Cholesterol biosynthesis 2,1.0,1.0,1.0,1.0,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),1.0,1.0,1.0,1.0,0
Cholesterol metabolism,1.0,0.4388842145121008,1.0,1.0,0
Estrogen metabolism,1.0,1.0,1.0,1.0,0
Formation and hydrolysis of cholesterol esters,1.0,1.0,1.0,1.0,0
Sphingolipid metabolism,0.3019533074474128,0.3443344812060586,1.0,1.0,0
Glycerolipid metabolism,0.27736625514563207,1.0,1.0,1.0,0
Glycerophospholipid metabolism,0.3420200619927902,0.6345282037852749,1.0,1.0,0
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,1.0,1.0,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,1.0,1.0,1.0,0
Prostaglandin biosynthesis,1.0,1.0,1.0,1.0,0
Ether lipid metabolism,1.0,1.0,1.0,1.0,0
Isolated,0.06727673085349806,0.7552885862864347,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,1.0,1.0,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,1.0,1.0,1.0,0
Bile acid biosynthesis,1.0,0.29629629629746523,1.0,1.0,0
Bile acid recycling,1.0,1.0,1.0,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,1.0,1.0,1.0,1.0,0
Pantothenate and CoA biosynthesis,0.3085205263078932,1.0,1.0,1.0,0
Inositol phosphate metabolism,0.9182363251411332,0.5454825260683367,1.0,1.0,0
Folate metabolism,1.0,1.0,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,1.0,0.5722197123199229,1.0,1.0,0
Ascorbate and aldarate metabolism,1.0,1.0,1.0,1.0,0
Porphyrin metabolism,1.0,1.0,1.0,1.0,0
Retinol metabolism,1.0,1.0,1.0,1.0,0
Riboflavin metabolism,0.47796557311619114,0.5049728476427442,1.0,1.0,0
Serotonin and melatonin biosynthesis,1.0,1.0,1.0,1.0,0
Thiamine metabolism,1.0,1.0,1.0,1.0,0
Vitamin B12 metabolism,1.0,1.0,1.0,1.0,0
Vitamin B6 metabolism,0.47796557311619114,0.5049728476427442,1.0,1.0,0
Vitamin D metabolism,1.0,1.0,1.0,1.0,0
Vitamin E metabolism,1.0,1.0,1.0,1.0,0
Xenobiotics metabolism,0.27736625514563207,1.0,1.0,1.0,0
Pool reactions,0.07676693717557193,1.0,1.0,1.0,0
Exchange/demand reactions,0.003349462668764014,0.19439173119176412,0.23781184948224499,1.0,0
Artificial reactions,1.0,1.0,1.0,1.0,0
Ubiquinone synthesis,1.0,1.0,1.0,1.0,0
Fatty acid oxidation,1.0,0.21113974813861713,1.0,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,1.0,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,1.0,1.0,1.0,0
Heme degradation,1.0,1.0,1.0,1.0,0
Vitamin A metabolism,1.0,1.0,1.0,1.0,0
Phenylalanine metabolism,1.0,1.0,1.0,1.0,0
CoA synthesis,1.0,1.0,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,1.0,1.0,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,1.0,1.0,1.0,0
Drug metabolism,1.0,1.0,1.0,1.0,0
