subsystem,p_up,p_down,q_up,q_down,enrichment
Beta oxidation of even-chain fatty acids (mitochondrial),0.03966655420306975,1.0,0.6874486227673827,1.0,0
Beta oxidation of odd-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,1.0,1.0,1.0,1.0,0
Steroid metabolism,0.23192694886021248,0.8564135452286545,1.0,1.0,0
Androgen metabolism,0.664938466301805,0.5239820487343959,1.0,1.0,0
Cholesterol biosynthesis 1 (Bloch pathway),0.3980694992699072,1.0,1.0,1.0,0
Cholesterol biosynthesis 2,0.630986820959458,1.0,1.0,1.0,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),1.0,1.0,1.0,1.0,0
Cholesterol metabolism,0.056571504539141726,0.965681662546478,0.6874486227673827,1.0,0
Estrogen metabolism,2.4660057718062234e-07,0.9999996174613381,3.501728195964837e-05,1.0,1
Formation and hydrolysis of cholesterol esters,0.630986820959458,1.0,1.0,1.0,0
Sphingolipid metabolism,0.8176077390057843,0.759382946181672,1.0,1.0,0
Glycerolipid metabolism,0.9999999978883404,0.9656632137610339,1.0,1.0,0
Glycerophospholipid metabolism,0.9999999994329017,1.9426519548559895e-07,1.0,2.758565775895505e-05,-1
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,1.0,0.5513304620788813,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,0.6178286575218684,0.5183636695715114,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,1.0,1.0,1.0,0
Prostaglandin biosynthesis,0.4809742649558726,0.7608104089778001,1.0,1.0,0
Ether lipid metabolism,1.0,1.0,1.0,1.0,0
Isolated,0.4887987804035864,0.7309516482490979,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,0.04948951245293609,0.9630126973906513,0.6874486227673827,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,1.0,1.0,1.0,0
Bile acid biosynthesis,0.03452290594236973,0.9737664102408718,0.6874486227673827,1.0,0
Bile acid recycling,0.7347317102401338,0.5328323733312891,1.0,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.46248549856255994,0.8925153678865623,1.0,1.0,0
Pantothenate and CoA biosynthesis,1.0,1.0,1.0,1.0,0
Inositol phosphate metabolism,0.9348127062567414,0.20497713384595428,1.0,1.0,0
Folate metabolism,0.7949287597955437,0.3416691562648033,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.46248549856255994,0.6936504161958204,1.0,1.0,0
Ascorbate and aldarate metabolism,0.6920442726075475,0.6995400521211385,1.0,1.0,0
Porphyrin metabolism,0.8547803078508849,0.4016902775396256,1.0,1.0,0
Retinol metabolism,0.9989758388025679,0.0016581386315837054,1.0,0.05886392142122154,0
Riboflavin metabolism,0.251082112595598,1.0,1.0,1.0,0
Serotonin and melatonin biosynthesis,0.9348127062567414,0.20497713384595428,1.0,1.0,0
Thiamine metabolism,1.0,1.0,1.0,1.0,0
Vitamin B12 metabolism,1.0,1.0,1.0,1.0,0
Vitamin B6 metabolism,0.9498340776699092,0.25491128198844637,1.0,1.0,0
Vitamin D metabolism,0.06293543729560547,1.0,0.6874486227673827,1.0,0
Vitamin E metabolism,0.4887987804035864,0.7309516482490979,1.0,1.0,0
Xenobiotics metabolism,0.8639041426497291,0.5513304620788813,1.0,1.0,0
Pool reactions,0.2941993375423193,0.8527423775489575,1.0,1.0,0
Exchange/demand reactions,0.13690561938981793,0.6539320554187479,1.0,1.0,0
Artificial reactions,0.3980694992699072,1.0,1.0,1.0,0
Ubiquinone synthesis,1.0,1.0,1.0,1.0,0
Fatty acid oxidation,0.009192257849458874,0.989954685625388,0.32632515365579,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,1.0,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,1.0,1.0,1.0,0
Heme degradation,0.630986820959458,1.0,1.0,1.0,0
Vitamin A metabolism,0.630986820959458,1.0,1.0,1.0,0
Phenylalanine metabolism,0.8639041426497291,0.5513304620788813,1.0,1.0,0
CoA synthesis,1.0,1.0,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,0.8639041426497291,0.5513304620788813,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,1.0,1.0,1.0,0
Drug metabolism,0.45850324567655043,0.4262041526239796,1.0,1.0,0
