subsystem,p_up,p_down,q_up,q_down,enrichment
C5-branched dibasic acid metabolism,1.0,1.0,1.0,1.0,0
Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.5801045330294003,0.761462631091516,1.0,1.0,0
Oxidative phosphorylation,0.8567011684732688,0.23742433074568048,1.0,1.0,0
ROS detoxification,0.7361194864432168,0.8224273540787486,1.0,1.0,0
Fatty acid activation (cytosolic),0.09432870868398668,0.4359102926766728,1.0,1.0,0
Fatty acid activation (endoplasmic reticular),0.7032647863898629,0.7685044003077393,1.0,1.0,0
Fatty acid biosynthesis (even-chain),0.4624988310295449,0.005047270161781969,1.0,0.14334247259460792,0
Fatty acid biosynthesis (odd-chain),0.6693568744272107,0.0008499412628258929,1.0,0.07139329375920256,0
Fatty acid biosynthesis (unsaturated),0.11057543396357827,0.8579164314039571,1.0,1.0,0
Fatty acid elongation (even-chain),1.0,1.0,1.0,1.0,0
Fatty acid elongation (odd-chain),1.0,1.0,1.0,1.0,0
Fatty acid desaturation (even-chain),0.3670651295530435,0.297722684178929,1.0,1.0,0
Fatty acid desaturation (odd-chain),0.1107458305205784,1.0,1.0,1.0,0
Fatty acid biosynthesis,0.1933735914452841,0.07165871900547605,1.0,0.8350826744363007,0
Linoleate metabolism,0.06562563983104397,0.9008593477577143,1.0,1.0,0
Lipoic acid metabolism,1.0,0.3858552631587858,1.0,1.0,0
Omega-3 fatty acid metabolism,0.804547978939974,0.8783659552962346,1.0,1.0,0
Omega-6 fatty acid metabolism,0.804547978939974,0.37317609596269263,1.0,1.0,0
Arachidonic acid metabolism,0.8185633226779352,0.9008593477577143,1.0,1.0,0
Leukotriene metabolism,0.9644605994557663,0.036955392264416465,1.0,0.7496665287924483,0
Eicosanoid metabolism,0.6059821560526234,0.7437960144255794,1.0,1.0,0
Acyl-CoA hydrolysis,0.33289473684369253,1.0,1.0,1.0,0
Carnitine shuttle (cytosolic),0.9739878109557214,0.0028693292717359986,1.0,0.1358149188621706,0
Carnitine shuttle (mitochondrial),1.0,0.6229042188397436,1.0,1.0,0
Carnitine shuttle (peroxisomal),1.0,1.0,1.0,1.0,0
Carnitine shuttle (endoplasmic reticular),1.0,1.0,1.0,1.0,0
Acylglycerides metabolism,0.11057543396357827,0.8579164314039571,1.0,1.0,0
Beta oxidation of even-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of phytanic acid (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of even-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,1.0,1.0,1.0,1.0,0
Steroid metabolism,0.3186407161390141,0.7443261829148239,1.0,1.0,0
Androgen metabolism,1.0,1.0,1.0,1.0,0
Cholesterol biosynthesis 1 (Bloch pathway),1.0,0.14880630747709944,1.0,1.0,0
Cholesterol biosynthesis 2,1.0,0.05735753326282533,1.0,0.7984763616614632,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),1.0,1.0,1.0,1.0,0
Cholesterol metabolism,0.38974175054933047,0.8845581505479901,1.0,1.0,0
Estrogen metabolism,0.5383358958492002,0.2931716658248028,1.0,1.0,0
Formation and hydrolysis of cholesterol esters,1.0,1.0,1.0,1.0,0
Sphingolipid metabolism,0.895822513094819,0.5818513267514129,1.0,1.0,0
Glycerolipid metabolism,0.36680566292063466,0.9995937706294362,1.0,1.0,0
Glycerophospholipid metabolism,0.12509120914212302,0.9197422453289548,1.0,1.0,0
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,0.33289473684369253,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,0.25860135671582885,0.7685044003077393,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,0.3858552631587858,1.0,1.0,0
Prostaglandin biosynthesis,0.22143134243914098,0.7549808491927086,1.0,1.0,0
Ether lipid metabolism,0.33289473684369253,1.0,1.0,1.0,0
Isolated,0.7361194864432168,0.2627092811087355,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,1.0,1.0,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,1.0,1.0,1.0,0
Bile acid biosynthesis,0.9243666987442922,0.2400937096257224,1.0,1.0,0
Bile acid recycling,1.0,1.0,1.0,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.5263431472193567,0.08263447697844661,1.0,0.8381496950671015,0
Pantothenate and CoA biosynthesis,1.0,1.0,1.0,1.0,0
Inositol phosphate metabolism,0.6600201815698856,0.8037090185059759,1.0,1.0,0
Folate metabolism,1.0,0.14880630747709944,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.6481834857054026,0.7443261829148239,1.0,1.0,0
Ascorbate and aldarate metabolism,0.5383358958492002,0.9128123556342493,1.0,1.0,0
Porphyrin metabolism,0.3186407161390141,0.42634583762101586,1.0,1.0,0
Retinol metabolism,0.04793680751731144,0.10962238760343745,1.0,1.0,0
Riboflavin metabolism,0.40662727946917143,0.5002683070198917,1.0,1.0,0
Serotonin and melatonin biosynthesis,1.0,0.6229042188397436,1.0,1.0,0
Thiamine metabolism,0.1107458305205784,1.0,1.0,1.0,0
Vitamin B12 metabolism,1.0,0.05735753326282533,1.0,0.7984763616614632,0
Vitamin B6 metabolism,0.33289473684369253,1.0,1.0,1.0,0
Vitamin D metabolism,0.7684801188694252,0.003890814763420347,1.0,0.13812392410142232,0
Vitamin E metabolism,0.7935432704426248,0.014928433506796068,1.0,0.3533062596608403,0
Xenobiotics metabolism,1.0,1.0,1.0,1.0,0
Pool reactions,0.14383537495121945,0.7410285715689034,1.0,1.0,0
Exchange/demand reactions,0.9738508754479723,0.04424489805352383,1.0,0.7853469404500479,0
Artificial reactions,0.6481834857054026,0.42634583762101586,1.0,1.0,0
Ubiquinone synthesis,0.8680959702426274,1.0,1.0,1.0,0
Fatty acid oxidation,0.5799708467862696,0.5163379659204375,1.0,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,1.0,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,0.1107458305205784,1.0,1.0,1.0,0
Heme degradation,0.33289473684369253,1.0,1.0,1.0,0
Vitamin A metabolism,1.0,0.07645123075825289,1.0,0.8350826744363007,0
Phenylalanine metabolism,0.25860135671582885,0.7685044003077393,1.0,1.0,0
CoA synthesis,0.5550436431663764,0.6229042188397436,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,0.9460488797321103,0.5213811542878865,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,0.5550436431663764,0.6229042188397436,1.0,1.0,0
Peptide metabolism,1.0,0.6229042188397436,1.0,1.0,0
Drug metabolism,0.9765300806639835,0.999597155955017,1.0,1.0,0
