subsystem,p_up,p_down,q_up,q_down,enrichment
Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.2145279985757751,0.7918395726135601,0.8959698764047078,1.0,0
Oxidative phosphorylation,0.0336604293603896,1.0,0.28116358642207784,1.0,0
ROS detoxification,0.9661856444314999,0.12467217861251079,1.0,1.0,0
Fatty acid activation (cytosolic),1.736635191318392e-06,0.9999999354085334,0.00012330109858360583,1.0,1
Fatty acid activation (endoplasmic reticular),0.9999999999214507,3.359057476615135e-11,1.0,2.3849308083967458e-09,-1
Fatty acid biosynthesis (even-chain),0.10074579738210576,1.0,0.5788228870309516,1.0,0
Fatty acid biosynthesis (odd-chain),0.26987751363994683,0.7604882351502196,1.0,1.0,0
Fatty acid biosynthesis (unsaturated),0.014386129203931453,0.9892058169040314,0.18571184972347876,1.0,0
Fatty acid elongation (even-chain),0.022367154567227487,0.9897790121371645,0.2268668534675931,1.0,0
Fatty acid elongation (odd-chain),0.025268575142290084,1.0,0.23920917801367947,1.0,0
Fatty acid desaturation (even-chain),0.1019054378575619,0.9618017888421144,0.5788228870309516,1.0,0
Fatty acid desaturation (odd-chain),0.37980189113791596,1.0,1.0,1.0,0
Fatty acid biosynthesis,0.41157435830465494,0.7171035426005332,1.0,1.0,0
Linoleate metabolism,0.42386705259068314,0.7530321026558648,1.0,1.0,0
Lipoic acid metabolism,0.6163345495366204,1.0,1.0,1.0,0
Omega-3 fatty acid metabolism,0.0002777420670696529,0.9999975608664812,0.013146457841296902,1.0,1
Omega-6 fatty acid metabolism,0.039270832449471715,0.965459426487988,0.30980323376805463,1.0,0
Arachidonic acid metabolism,0.6318158858678637,0.5882922177363881,1.0,1.0,0
Leukotriene metabolism,0.9999025323693921,0.005249521398257739,1.0,0.08282578206139989,0
Eicosanoid metabolism,0.8074887814975883,0.3018566506842242,1.0,1.0,0
Acyl-CoA hydrolysis,1.0,0.3567218635990149,1.0,1.0,0
Carnitine shuttle (cytosolic),0.45582453843583703,0.7777447742481642,1.0,1.0,0
Carnitine shuttle (mitochondrial),0.20140144248221747,0.8782299580499626,0.8666365100749964,1.0,0
Carnitine shuttle (peroxisomal),1.0,1.0,1.0,1.0,0
Carnitine shuttle (endoplasmic reticular),1.0,1.0,1.0,1.0,0
Acylglycerides metabolism,0.1441485924891438,1.0,0.7058310390847731,1.0,0
Beta oxidation of even-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of phytanic acid (peroxisomal),0.37980189113791596,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of even-chain fatty acids (mitochondrial),0.07661620541267189,0.9440849032407886,0.5180714842190195,1.0,0
Beta oxidation of odd-chain fatty acids (mitochondrial),1.0,6.467822166733583e-08,1.0,3.0614358255872296e-06,-1
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),0.08446220441287289,0.9812435420030163,0.5451651375739978,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),0.3991457087756962,0.8964391876654028,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),0.9752635252655049,0.03947192049588866,1.0,0.5095466100378354,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,1.0,1.0,1.0,1.0,0
Steroid metabolism,0.9661856444314999,0.3664689141488411,1.0,1.0,0
Androgen metabolism,1.0,1.0,1.0,1.0,0
Cholesterol biosynthesis 1 (Bloch pathway),0.9998304652862756,0.956857916456391,1.0,1.0,0
Cholesterol biosynthesis 2,1.0,0.1328658147200359,1.0,1.0,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),1.0,2.7766697349940195e-05,1.0,0.0007885742047383015,-1
Cholesterol metabolism,0.3963917147648577,0.569377183811907,1.0,1.0,0
Estrogen metabolism,1.0,0.045324099304547394,1.0,0.5363351751038108,0
Formation and hydrolysis of cholesterol esters,1.0,3.2294167340296553e-12,1.0,4.5857717623221106e-10,-1
Sphingolipid metabolism,0.051007932722584304,0.9979516119929734,0.3812171814003669,1.0,0
Glycerolipid metabolism,0.48302364177947765,0.4341498870972791,1.0,1.0,0
Glycerophospholipid metabolism,0.12671649920037686,0.9977166322094433,0.6920670340943659,1.0,0
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,0.37980189113791596,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,0.741328749871945,0.4831696579575483,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,1.0,1.0,1.0,0
Prostaglandin biosynthesis,0.6598828061877793,0.45769595631428717,1.0,1.0,0
Ether lipid metabolism,0.37980189113791596,1.0,1.0,1.0,0
Isolated,0.5781834861955454,0.693580455308805,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,0.34536772110651437,0.7211071098638197,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,0.3567218635990149,1.0,1.0,0
Bile acid biosynthesis,0.7668663488194046,0.6784620421013763,1.0,1.0,0
Bile acid recycling,1.0,1.0,1.0,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.18073652460341127,0.9545671603265427,0.8554862164561468,1.0,0
Pantothenate and CoA biosynthesis,0.020720663629981595,1.0,0.22633340272749125,1.0,0
Inositol phosphate metabolism,0.966675394351084,0.039245195547043754,1.0,0.5095466100378354,0
Folate metabolism,0.007763632727425862,0.9964931909528023,0.12466365131236753,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.0336604293603896,1.0,0.28116358642207784,1.0,0
Ascorbate and aldarate metabolism,0.9250576568781368,0.24557054637792253,1.0,1.0,0
Porphyrin metabolism,0.056900355001629155,0.9879513242523116,0.403992520511567,1.0,0
Retinol metabolism,0.9189063806964,0.21086792240009844,1.0,1.0,0
Riboflavin metabolism,0.6713992992726875,0.7339314923735822,1.0,1.0,0
Serotonin and melatonin biosynthesis,0.9436011622665917,0.290909999106735,1.0,1.0,0
Thiamine metabolism,0.23400318706680912,1.0,0.9493843589567684,1.0,0
Vitamin B12 metabolism,1.0,1.0,1.0,1.0,0
Vitamin B6 metabolism,1.0,1.0,1.0,1.0,0
Vitamin D metabolism,1.0,0.3567218635990149,1.0,1.0,0
Vitamin E metabolism,0.45582453843583703,0.7777447742481642,1.0,1.0,0
Xenobiotics metabolism,1.0,0.3567218635990149,1.0,1.0,0
Pool reactions,0.19470960204622745,1.0,0.8666365100749964,1.0,0
Exchange/demand reactions,0.9975735028070741,0.005028523078761671,1.0,0.08282578206139989,0
Artificial reactions,0.6163345495366204,1.0,1.0,1.0,0
Ubiquinone synthesis,1.0,1.0,1.0,1.0,0
Fatty acid oxidation,0.9984408800606304,0.0003144469901417146,1.0,0.00744191210002058,-1
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,1.0,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,0.8528672079355406,0.5862576612860242,1.0,1.0,0
Heme degradation,1.0,0.3567218635990149,1.0,1.0,0
Vitamin A metabolism,1.0,0.3567218635990149,1.0,1.0,0
Phenylalanine metabolism,0.839231627721428,0.44895418350780925,1.0,1.0,0
CoA synthesis,1.0,1.0,1.0,1.0,0
Urea cycle,1.0,0.3567218635990149,1.0,1.0,0
Dietary fiber binding,0.8528672079355406,0.5862576612860242,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,1.0,1.0,1.0,0
Drug metabolism,0.3037988614606342,0.7541356267454566,1.0,1.0,0
