subsystem,p_up,p_down,q_up,q_down,enrichment
Glycosphingolipid biosynthesis-globo series,1.0,0.1629321951542313,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,0.18736239874850558,1.0,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,0.40374003678346326,1.0,1.0,0
Prostaglandin biosynthesis,0.26196082286330924,0.7869187406263536,1.0,1.0,0
Ether lipid metabolism,1.0,1.0,1.0,1.0,0
Isolated,0.456765285608396,0.7128620890446571,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,1.0,1.0,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,1.0,1.0,1.0,0
Bile acid biosynthesis,0.9801659122873477,0.021748316170592696,1.0,0.34314009958046254,0
Bile acid recycling,1.0,0.026498791392756793,1.0,0.37628283777714644,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.40145237399413536,0.7307968467581283,1.0,1.0,0
Pantothenate and CoA biosynthesis,1.0,1.0,1.0,1.0,0
Inositol phosphate metabolism,0.6551264961813567,0.5883536055059989,1.0,1.0,0
Folate metabolism,0.529368637106959,0.8977630787225775,1.0,1.0,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.9501306801101332,0.9454815787403047,1.0,1.0,0
Ascorbate and aldarate metabolism,0.4279612446515846,0.8737587819023341,1.0,1.0,0
Porphyrin metabolism,0.4279612446515846,0.8737587819023341,1.0,1.0,0
Retinol metabolism,0.4501100296038797,0.5294146360721037,1.0,1.0,0
Riboflavin metabolism,0.8171890414383034,0.6445478784148574,1.0,1.0,0
Serotonin and melatonin biosynthesis,0.8171890414383034,0.6445478784148574,1.0,1.0,0
Thiamine metabolism,0.32750746376945794,1.0,1.0,1.0,0
Vitamin B12 metabolism,0.9218847652524266,0.35735128692398344,1.0,1.0,0
Vitamin B6 metabolism,0.572348252604042,1.0,1.0,1.0,0
Vitamin D metabolism,0.8649778531279878,0.19467831060396446,1.0,1.0,0
Vitamin E metabolism,0.9957529778884262,0.007622883907288491,1.0,0.18040825247249428,0
Xenobiotics metabolism,0.6077975938083894,0.7881461741591915,1.0,1.0,0
Pool reactions,0.788943524371117,0.34451338561731737,1.0,1.0,0
Exchange/demand reactions,0.13861784164333546,0.9995705712219287,1.0,1.0,0
Artificial reactions,0.9449263800232075,0.18419903734174037,1.0,1.0,0
Ubiquinone synthesis,0.6338512330966134,0.669633939376558,1.0,1.0,0
Fatty acid oxidation,0.3025260673848216,0.6528525095400448,1.0,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,0.572348252604042,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,0.40374003678346326,1.0,1.0,0
Heme degradation,0.572348252604042,1.0,1.0,1.0,0
Vitamin A metabolism,0.6338512330966134,0.669633939376558,1.0,1.0,0
Phenylalanine metabolism,0.18736239874850558,1.0,1.0,1.0,0
CoA synthesis,0.32750746376945794,1.0,1.0,1.0,0
Urea cycle,0.572348252604042,1.0,1.0,1.0,0
Dietary fiber binding,0.05751895064096646,0.9817313156874166,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,0.40374003678346326,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,1.0,1.0,1.0,0
Peptide metabolism,1.0,1.0,1.0,1.0,0
Drug metabolism,0.05449558286311584,0.8975817415840384,1.0,1.0,0
