subsystem,p_up,p_down,q_up,q_down,enrichment
Carnitine shuttle (cytosolic),0.46833973895930714,0.3269362392008702,1.0,1.0,0
Carnitine shuttle (mitochondrial),0.153225826307265,0.8076429745487678,1.0,1.0,0
Carnitine shuttle (peroxisomal),1.0,1.0,1.0,1.0,0
Carnitine shuttle (endoplasmic reticular),0.6562207007333396,0.765823932216087,1.0,1.0,0
Acylglycerides metabolism,0.3241945964471925,0.8127493081561961,1.0,1.0,0
Beta oxidation of even-chain fatty acids (peroxisomal),0.38055555555776177,1.0,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of phytanic acid (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of even-chain fatty acids (mitochondrial),0.6287733083527869,0.3663829162656528,1.0,1.0,0
Beta oxidation of odd-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal),1.0,1.0,1.0,1.0,0
Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),0.762433821534439,0.39239061218117155,1.0,1.0,0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Beta oxidation of branched-chain fatty acids (mitochondrial),1.0,1.0,1.0,1.0,0
Terpenoid backbone biosynthesis,1.0,1.0,1.0,1.0,0
Steroid metabolism,0.33084007540509464,0.4776163377688759,1.0,1.0,0
Androgen metabolism,0.5680114419210576,0.2160733739467786,1.0,1.0,0
Cholesterol biosynthesis 1 (Bloch pathway),0.08574643774512725,0.7943069595421055,1.0,1.0,0
Cholesterol biosynthesis 2,1.0,0.6726297428310594,1.0,1.0,0
Cholesterol biosynthesis 3 (Kandustch-Russell pathway),1.0,1.2023541429151408e-06,1.0,8.5367144146975e-05,-1
Cholesterol metabolism,0.7273125759577772,0.40018964568804916,1.0,1.0,0
Estrogen metabolism,0.8763591614017867,0.9987605033158334,1.0,1.0,0
Formation and hydrolysis of cholesterol esters,0.0,0.9999999999999989,0.0,1.0,1
Sphingolipid metabolism,0.9362736399648016,0.1371202897941104,1.0,1.0,0
Glycerolipid metabolism,0.9943406432304219,0.9995123272471471,1.0,1.0,0
Glycerophospholipid metabolism,0.9115760806249096,0.060785497024617774,1.0,0.8577308830547375,0
Glycosphingolipid biosynthesis-ganglio series,1.0,1.0,1.0,1.0,0
Glycosphingolipid biosynthesis-globo series,1.0,0.42777777778202153,1.0,1.0,0
Glycosphingolipid biosynthesis-lacto and neolacto series,1.0,1.0,1.0,1.0,0
Glycosphingolipid metabolism,0.6562207007333396,0.765823932216087,1.0,1.0,0
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,1.0,1.0,1.0,1.0,0
Glucocorticoid biosynthesis,1.0,1.0,1.0,1.0,0
Prostaglandin biosynthesis,0.6434133929976029,0.09159246449356018,1.0,0.8577308830547375,0
Ether lipid metabolism,0.6163540798379388,0.6726297428310594,1.0,1.0,0
Isolated,0.9651295382333895,0.1254383014038578,1.0,1.0,0
Chondroitin / heparan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Chondroitin sulfate degradation,0.6152285433641942,0.8842329454499219,1.0,1.0,0
Heparan sulfate degradation,1.0,1.0,1.0,1.0,0
Keratan sulfate biosynthesis,1.0,1.0,1.0,1.0,0
Keratan sulfate degradation,1.0,1.0,1.0,1.0,0
Bile acid biosynthesis,0.25493515539038936,0.43676460014620355,1.0,1.0,0
Bile acid recycling,1.0,0.42777777778202153,1.0,1.0,0
Blood group biosynthesis,1.0,1.0,1.0,1.0,0
Nicotinate and nicotinamide metabolism,0.7301693551543627,0.9493737004597251,1.0,1.0,0
Pantothenate and CoA biosynthesis,0.22704462524777191,0.8171454333740437,1.0,1.0,0
Inositol phosphate metabolism,0.762433821534439,0.39239061218117155,1.0,1.0,0
Folate metabolism,0.9784255395194849,0.06908372633339654,1.0,0.8577308830547375,0
Biotin metabolism,1.0,1.0,1.0,1.0,0
Biopterin metabolism,0.7996656036824921,0.43779910445286063,1.0,1.0,0
Ascorbate and aldarate metabolism,0.15740296477213667,0.8929178000774218,1.0,1.0,0
Porphyrin metabolism,0.0550382486922959,1.0,1.0,1.0,0
Retinol metabolism,0.2093070210005763,0.7133308091594521,1.0,1.0,0
Riboflavin metabolism,1.0,0.8127493081561961,1.0,1.0,0
Serotonin and melatonin biosynthesis,1.0,0.006093749777439816,1.0,0.17306249367929077,0
Thiamine metabolism,1.0,1.0,1.0,1.0,0
Vitamin B12 metabolism,1.0,1.0,1.0,1.0,0
Vitamin B6 metabolism,0.38055555555776177,1.0,1.0,1.0,0
Vitamin D metabolism,0.735467267903781,0.2195984521899913,1.0,1.0,0
Vitamin E metabolism,0.003942682487740212,0.9978706922321506,0.146502302231175,1.0,0
Xenobiotics metabolism,0.033821330938423766,0.05722308248939356,0.8004381655426958,0.8577308830547375,0
Pool reactions,0.20505651913117995,0.9802753392626858,1.0,1.0,0
Exchange/demand reactions,0.599280388568485,0.4532265563515835,1.0,1.0,0
Artificial reactions,0.3241945964471925,1.0,1.0,1.0,0
Ubiquinone synthesis,0.38055555555776177,1.0,1.0,1.0,0
Fatty acid oxidation,0.5733312604462555,0.35625709801112904,1.0,1.0,0
Alkaloids biosynthesis,1.0,1.0,1.0,1.0,0
Heme synthesis,1.0,1.0,1.0,1.0,0
Vitamin C metabolism,0.38055555555776177,1.0,1.0,1.0,0
Phosphatidylinositol phosphate metabolism,1.0,1.0,1.0,1.0,0
Heme degradation,0.38055555555776177,1.0,1.0,1.0,0
Vitamin A metabolism,0.38055555555776177,1.0,1.0,1.0,0
Phenylalanine metabolism,0.6163540798379388,0.6726297428310594,1.0,1.0,0
CoA synthesis,0.6163540798379388,0.6726297428310594,1.0,1.0,0
Urea cycle,1.0,1.0,1.0,1.0,0
Dietary fiber binding,1.0,0.18292581272950714,1.0,1.0,0
Vitamin B2 metabolism,1.0,1.0,1.0,1.0,0
CoA catabolism,1.0,1.0,1.0,1.0,0
Triacylglycerol synthesis,1.0,1.0,1.0,1.0,0
Hippurate metabolism,1.0,0.18292581272950714,1.0,1.0,0
Peptide metabolism,0.762433821534439,0.39239061218117155,1.0,1.0,0
Drug metabolism,0.7969926382684047,0.8622892268072596,1.0,1.0,0
