subsystem;sizes;up_MW;down_MW;up_KS;down_KS
Histidine metabolism;10;0;0;0;0
Vitamin E metabolism;31;0;1;0;1
Riboflavin metabolism;5;0;0;0;0
Retinol metabolism;51;0;1;0;1
Phenylalanine, tyrosine and tryptophan biosynthesis;46;0;0;0;0
Terpenoid backbone biosynthesis;9;0;1;0;1
Lysine metabolism;14;0;1;0;1
Keratan sulfate degradation;67;0;0;0;0
N-glycan metabolism;57;0;0;0;0
Ether lipid metabolism;8;0;0;0;0
Protein modification;3;0;0;0;0
Biotin metabolism;3;0;0;0;0
Steroid metabolism;46;0;0;0;0
Tryptophan metabolism;5;0;0;0;0
Vitamin B12 metabolism;4;0;1;0;1
Isolated;9;0;0;0;0
Xenobiotics metabolism;64;0;0;0;0
Vitamin A metabolism;5;1;0;1;0
Phenylalanine metabolism;2;0;0;0;0
CoA synthesis;2;0;1;0;1
Eicosanoid metabolism;14;0;0;0;0
Drug metabolism;25;0;0;0;0
Blood group biosynthesis;8;0;0;0;0
;3;0;0;0;0
Exchange;6;0;0;0;0
Glycerolipid metabolism;67;0;0;0;0
Glycosphingolipid metabolism;11;0;0;0;0
Glycosphingolipid biosynthesis-globo series;3;0;0;0;0
Glycosphingolipid biosynthesis-ganglio series;10;0;0;0;0
Glycosphingolipid biosynthesis-lacto and neolacto series;7;0;0;0;0
Beta oxidation of poly-unsaturated fatty acids (mitochondrial);5;0;0;0;0
Prostaglandin biosynthesis;22;0;0;0;0
Estrogen metabolism;52;0;0;0;0
Linoleate metabolism;16;0;0;0;0
Carnitine shuttle (endoplasmic reticular);12;0;0;0;0
Carnitine shuttle (peroxisomal);4;0;0;0;0
Beta oxidation of phytanic acid (peroxisomal);2;0;0;0;0
Serotonin and melatonin biosynthesis;6;0;0;0;0
Protein assembly;6;0;0;0;0
Ascorbate and aldarate metabolism;4;0;0;0;0
Lipoic acid metabolism;2;0;0;0;0
Metabolism of other amino acids;3;0;0;0;0
O-glycan metabolism;11;0;0;0;0
Chondroitin / heparan sulfate biosynthesis;18;0;0;0;0
Keratan sulfate biosynthesis;57;0;0;0;0
Chondroitin sulfate degradation;37;0;0;0;0
Heparan sulfate degradation;4;0;0;0;0
Heme degradation;2;0;0;0;0
Phosphatidylinositol phosphate metabolism;3;0;0;0;0
